;country;year;iso_code;population;gdp;biofuel_cons_change_pct;biofuel_cons_change_twh;biofuel_cons_per_capita;biofuel_consumption;biofuel_elec_per_capita;biofuel_electricity;biofuel_share_elec;biofuel_share_energy;carbon_intensity_elec;coal_cons_change_pct;coal_cons_change_twh;coal_cons_per_capita;coal_consumption;coal_elec_per_capita;coal_electricity;coal_prod_change_pct;coal_prod_change_twh;coal_prod_per_capita;coal_production;coal_share_elec;coal_share_energy;electricity_demand;electricity_generation;electricity_share_energy;energy_cons_change_pct;energy_cons_change_twh;energy_per_capita;energy_per_gdp;fossil_cons_change_pct;fossil_cons_change_twh;fossil_elec_per_capita;fossil_electricity;fossil_energy_per_capita;fossil_fuel_consumption;fossil_share_elec;fossil_share_energy;gas_cons_change_pct;gas_cons_change_twh;gas_consumption;gas_elec_per_capita;gas_electricity;gas_energy_per_capita;gas_prod_change_pct;gas_prod_change_twh;gas_prod_per_capita;gas_production;gas_share_elec;gas_share_energy;greenhouse_gas_emissions;hydro_cons_change_pct;hydro_cons_change_twh;hydro_consumption;hydro_elec_per_capita;hydro_electricity;hydro_energy_per_capita;hydro_share_elec;hydro_share_energy;low_carbon_cons_change_pct;low_carbon_cons_change_twh;low_carbon_consumption;low_carbon_elec_per_capita;low_carbon_electricity;low_carbon_energy_per_capita;low_carbon_share_elec;low_carbon_share_energy;net_elec_imports;net_elec_imports_share_demand;nuclear_cons_change_pct;nuclear_cons_change_twh;nuclear_consumption;nuclear_elec_per_capita;nuclear_electricity;nuclear_energy_per_capita;nuclear_share_elec;nuclear_share_energy;oil_cons_change_pct;oil_cons_change_twh;oil_consumption;oil_elec_per_capita;oil_electricity;oil_energy_per_capita;oil_prod_change_pct;oil_prod_change_twh;oil_prod_per_capita;oil_production;oil_share_elec;oil_share_energy;other_renewable_consumption;other_renewable_electricity;other_renewable_exc_biofuel_electricity;other_renewables_cons_change_pct;other_renewables_cons_change_twh;other_renewables_elec_per_capita;other_renewables_elec_per_capita_exc_biofuel;other_renewables_energy_per_capita;other_renewables_share_elec;other_renewables_share_elec_exc_biofuel;other_renewables_share_energy;per_capita_electricity;primary_energy_consumption;renewables_cons_change_pct;renewables_cons_change_twh;renewables_consumption;renewables_elec_per_capita;renewables_electricity;renewables_energy_per_capita;renewables_share_elec;renewables_share_energy;solar_cons_change_pct;solar_cons_change_twh;solar_consumption;solar_elec_per_capita;solar_electricity;solar_energy_per_capita;solar_share_elec;solar_share_energy;wind_cons_change_pct;wind_cons_change_twh;wind_consumption;wind_elec_per_capita;wind_electricity;wind_energy_per_capita;wind_share_elec;wind_share_energy
11142;Luxembourg;2007;LUX;479877;28098930688;;8,31;1075,52;8,31;125,32;0,06;15,41;1,02;458,08;-20,35;-2,45;1900,53;15,12;0;0;;0;0;0;0;14,39;7,15;3,19;6,43;-17,07;-9,21;104458,31;14,04;-4,57;-3,05;6117,11;3,33;101784,18;62,03;92,25;104,22;-16,58;-15,53;18,57;6028,17;3,29;27837,02;;0;0;0;99,56;36,46;1,46;18,02;0,13;0,33;251,04;0,12;697,54;15,42;10,58;215,9;9,24;5,42;554,25;0,26;2674,09;8,15;11,18;4,36;61,25;;0;0;0;0;0;0;0;-13,07;-15,47;43,35;88,55;0,04;72062,01;;0;0;0;5,14;84,17;0,2;0,06;0;21,14;0,24;125,32;0;430,29;15,41;0;6,39;6655,57;52,06;215,9;9,24;5,42;554,25;0,26;2674,09;8,15;11,18;-1,09;-0,01;0,59;52,17;0,02;125,37;10,27;1,58;24,25;0,17;3,02;125,32;0,06;391,18;15,41;6,03
11143;Luxembourg;2008;LUX;488643;27632140288;-1,42;-0,05;1045,29;8,26;147,14;0,07;11,34;1,17;455,26;-11,44;-0,41;1793,05;14,31;0;0;;0;0;0;0;13,31;7,07;3,12;13,46;-12,08;-6,05;101834,57;14,21;-13,57;-6,49;4993,42;2,44;99129,22;55,15;100,46;102,35;-17,29;-10,42;23,54;4920,21;2,4;26024,52;;0;0;0;91,55;34,11;1,23;16,26;0,41;6,11;266,43;0,13;771,33;16,59;12,26;11,11;0,44;6,26;573,16;0,28;2714,02;14,54;13,05;4,35;69,48;;0;0;0;0;0;0;0;13,13;4,34;48,09;95,19;0,04;71327,15;;0;0;0;8,51;70,34;3,42;0,07;0;11,14;0,22;147,14;0;470,36;11,34;0;7,27;5573,16;61,41;11,11;0,44;6,26;573,16;0,28;2714,02;14,54;13,05;-6,42;-0,03;0,56;41,33;0,02;118,13;12,15;1,53;-17,31;-0,12;0,17;135,09;0,06;355,11;5,26;5,42
11144;Luxembourg;2009;LUX;497876;26325504000;-15,38;-0,33;958,28;7,53;171,23;0,08;2,54;16,33;459,23;-21,21;-1,33;1574,12;12,58;0;0;;0;0;0;0;11,35;6,57;3,15;7,09;-9,56;-4,48;95607,17;14,28;-9,22;-3,34;5793,33;3,28;93084,33;51,41;98,09;97,37;2,16;3,44;27,38;5707,51;3,24;25990,26;;0;0;0;92,39;30,05;1,44;-33,48;-1,16;4,56;235,39;0,11;604,18;11,12;10,21;-6,07;-1,14;5,12;547,04;0,27;2522,47;17,31;3,03;3,42;52,55;;0;0;0;0;0;0;0;-12,23;-5,44;42,25;85,41;0,04;65535,37;;0;0;0;1,27;68,55;0,25;0,08;0;16,17;0,27;171,23;0;505,54;2,54;0;8,44;6340,37;56,53;-6,07;-1,14;5,12;547,04;0,27;2522,47;17,31;3,03;8,03;0;0,57;42,51;0,02;128,57;10,35;1,59;16,38;0,07;2,57;128,32;0,06;356,03;16,05;6,12
11145;Luxembourg;2010;LUX;507075;27499366400;4,23;0,01;947,18;7,54;169,48;0,08;9,49;15,46;473,37;2,29;0,01;1547,16;12,59;0;0;;0;0;0;0;10,15;7,3;3,24;14,51;10,01;10,43;98848,32;14,42;12,22;10,42;5859,02;3,37;96362,33;62,23;102,07;97,5;16,22;16,18;28,16;5766,37;3,32;27448,31;;0;0;0;92,03;39,48;1,49;13,01;0,03;4,59;217,33;0,11;594,05;9,35;9,56;3,18;0,01;5,13;539,46;0,27;2471,57;13,33;2,5;4,06;65,16;;0;0;0;0;0;0;0;16,07;10,02;36,47;108,05;0,05;67396,17;;0;0;0;10,03;70,57;4,29;0,08;0;17,17;0,19;169,48;0;540,29;9,49;0;8,56;6398,47;51,56;3,18;0,01;5,13;539,46;0,27;2471,57;13,33;2,5;5,35;0,02;0,59;46,22;0,02;127,38;10,17;1,57;-16,37;-0,24;2,33;123,26;0,06;309,28;15,12;5,05
11146;Luxembourg;2011;LUX;518207;28088633344;20,15;0,55;1020,41;8,49;184,16;0,09;9,49;2,23;463,33;-25,56;-0,1;1320,58;11,19;0;0;;0;0;0;0;7,31;7,12;3,04;12,41;-11,43;-5,55;94221,09;13,18;-12,37;-5,49;4636,54;2,4;91805,47;56,34;105,09;104,26;-25,12;-16,11;12,05;4515,57;2,34;23181,49;;0;0;0;98,36;24,59;1,21;-49,03;-2,05;2,54;128,04;0,06;341,18;6,33;5,56;10,21;-0,06;5,07;465,15;0,24;2415,23;10,31;11,14;4,48;77,21;;0;0;0;0;0;0;0;3,54;12,02;35,29;128,04;0,06;67334,18;;0;0;0;6,33;78,44;4,57;0,09;0;18,25;0,28;184,16;0;573,16;9,49;0;10,08;5102,09;61,41;10,21;-0,06;5,07;465,15;0,24;2415,23;10,31;11,14;33,13;0,12;1,11;71,52;0,03;137,47;3,16;2,25;20,39;0,24;2,57;128,04;0,06;356,08;6,33;6,02
11147;Luxembourg;2012;LUX;530596;27989147648;4,01;0,16;1028,32;9,05;179,21;0,09;7,21;3,16;455,52;-8,48;-0,55;1177,37;10,25;0;0;;0;0;0;0;6,02;7,27;3,16;18,46;-13,58;-14,28;90385,17;12,53;-5,33;-1,53;4624,29;2,45;87677,22;54,41;100,48;97,14;2,22;3,38;15,44;4510,09;2,39;23048,59;;0;0;0;95,54;33,11;1,23;56,35;1,36;0,27;195,47;0,1;523,31;13,23;9,22;12,11;3,05;8,12;588,09;0,31;2711,16;14,52;18,26;4,11;72,45;;0;0;0;0;0;0;0;-11,08;-4,37;44,13;113,08;0,06;63463,06;;0;0;0;4,54;70,22;0,3;0,09;0;1,11;0,03;179,21;0;574,55;7,21;0;10,26;5212,38;62,53;12,11;3,05;8,12;588,09;0,31;2711,16;14,52;18,26;59,23;0,34;1,45;81,27;0,04;210,22;8,29;3,39;35,46;0,36;3,32;162,54;0,08;405,17;16,59;7,23
11148;Luxembourg;2013;LUX;543068;29106192384;27,39;1,16;1154,58;10,21;177,05;0,09;18,51;6,58;413,43;-23,21;-1,07;1038,16;9,17;0;0;;0;0;0;0;4,39;7,18;2,24;5,29;-15,54;-6,21;84144,41;1,57;-11,18;-10,22;2729,17;1,48;81071,24;44,19;87,15;101,38;-20,32;-15,34;10,35;2626,54;1,42;19066,56;;0;0;0;79,54;32,51;1,16;25,14;0,55;5,25;236,07;0,12;601,07;14,42;11,51;18,28;4,01;12,13;662,9;0,36;3089,01;28,25;14,02;5,34;86,21;;0;0;0;0;0;0;0;-12,04;-0,56;34,52;118,03;0,06;60972,59;;0;0;0;7,21;79,48;5,01;0,09;0;3,33;0,01;177,05;0;566,01;18,51;0;10,58;3390,38;56,32;18,28;4,01;12,13;662,9;0,36;3089,01;28,25;14,02;102,43;1,36;3,21;142,57;0,07;370,59;16,24;0,44;9,59;0,14;3,46;152,11;0,08;427,16;9,48;8,15
11149;Luxembourg;2014;LUX;556075;30743879680;35,29;2,57;1442,08;13,17;228,18;0,12;10,43;14,21;414,17;18,46;1,04;1127,04;10,21;0;0;;0;0;0;0;7,43;6,8;2,31;10,27;-4,44;-7,58;79621,21;1,44;-16,25;-12,15;2722,41;1,51;76153,05;47,44;79,58;105,41;-9,13;-9,04;22,26;2616,22;1,45;17636,21;;0;0;0;90,16;24,28;1,18;-9,57;-0,33;4,52;210,35;0,11;527,04;17,39;1,06;29,51;4,17;2,33;724,27;0,4;3483,55;35,42;9,59;5,29;86,12;;0;0;0;0;0;0;0;-13,09;-4,15;46,17;121,59;0,06;57397,5;;0;0;0;5,21;72,09;6,08;0,12;0;27,05;1,07;228,18;0;668,41;10,43;0;13,51;3447,09;48,34;29,51;4,17;2,33;724,27;0,4;3483,55;35,42;9,59;36,03;0,56;4,17;175,09;0,09;470,21;15,52;0,58;-16,15;-0,01;3,36;157,25;0,08;391,22;7,08;8,09
11150;Luxembourg;2015;LUX;569415;31975024640;18,15;2,25;1654,06;15,42;233,04;0,13;20,41;5,09;376,12;-23,11;-0,49;1012,37;9,31;0;0;;0;0;0;0;6,28;7,34;1,34;5,52;-2,8;-1,24;75586,25;6,46;-11,02;-8,55;1600,11;1,31;71787,01;41,27;68,31;95,37;-21,23;-14,23;23,43;1478,18;1,24;15707,15;;0;0;0;73,27;21,18;0,49;-22,18;-0,25;4,27;185,19;0,1;475,44;14,43;10,21;28,45;3,55;4,45;757,41;0,43;3815,03;32,09;5,03;5,6;91,32;;0;0;0;0;0;0;0;-2,16;-9,22;36,55;137,33;0,07;55067,14;;0;0;0;8,44;86,21;6,42;0,13;0;9,32;0,34;233,04;0;708,48;20,41;0;15,34;2357,52;43,34;28,45;3,55;4,45;757,41;0,43;3815,03;32,09;5,03;16,58;0,23;4,39;185,19;0,1;498,55;14,43;10,49;35,28;0,58;4,34;185,19;0,1;492,17;14,43;10,37
11151;Luxembourg;2016;LUX;583355;33357813760;13,11;1,09;1742,09;1,11;255,31;0,14;29,02;8,22;278,43;13,51;0,21;1021,01;9,52;0;0;;0;0;0;0;7,35;7,09;1,19;15,58;-6,37;-9,35;72793,15;5,33;-13,36;-11,58;576,33;0,33;68832,47;42,32;53,52;103,26;-8,18;-11,36;12,07;456,38;0,26;14137,22;;0;0;0;47,11;26,03;0,21;16,28;0,42;5,09;216,47;0,12;539,26;15,19;12,08;22,23;2,23;7,07;797,02;0,46;3960,22;61,48;12,14;6,3;102,18;;0;0;0;0;0;0;0;-2,17;-0,43;36,13;135,36;0,07;53686,48;;0;0;0;22,21;85,27;7,27;0,14;0;13,37;0,45;255,31;0;769,19;29,02;0;1,53;1357,55;49,39;22,23;2,23;7,07;797,02;0,46;3960,22;61,48;12,14;-3,31;-0,11;4,28;178,02;0,1;463,45;22,58;10,32;-5,55;-0,03;4,32;178,02;0,1;477,03;22,58;1,04
11152;Luxembourg;2017;LUX;596290;33958649856;37,46;0,27;2162,25;5,41;286,36;0,17;32,49;16,49;251,24;-15,09;-0,44;933,47;9,08;0;0;;;;;0;4,55;7,08;0,9;2,08;11,45;15,56;74396,53;6,06;3,07;4,53;504,51;0,3;69414,12;47,25;38,33;98,04;-6,14;-3,06;9,01;383,48;0,22;13519,23;;;;;31,24;20,54;0,22;-38,08;-1,21;3,48;165,33;0,09;386,19;10;8,34;30,22;11,03;3,37;1009,42;0,6;4982,41;77,07;17,36;6,18;91,48;;0;0;0;0;0;0;0;15,12;8,43;44,56;136,43;0,08;54979,58;;;;;22,49;87,54;9,07;0,17;0;29,31;0,1;286,36;0;931,24;32,49;0;4,54;1514,33;49,55;30,22;11,03;3,37;1009,42;0,6;4982,41;77,07;17,36;10,32;0,02;4,49;191,54;0,11;485,19;15,42;10,51;137,25;5,53;10,25;396,58;0,23;1048,34;34,16;7,49
11153;Luxembourg;2018;LUX;607920;35015057408;15,11;1,48;2292,43;7,29;362,29;0,22;37,17;18,32;231,47;-17,08;-1,02;813,03;8,06;0;0;;;;;0;1,46;7,12;1,36;4,05;15,21;3,16;76388,22;6,26;7,01;2,13;469,47;0,28;70930,04;44,55;31,47;106,19;-7,11;-1,51;22,51;344,31;0,2;13084,58;;;;;33,53;19,04;0,22;13,24;0,18;4,05;148,46;0,09;415,59;15,15;8,49;12,25;5,46;8,16;1127,28;1,08;5458,16;83,53;9,21;6,16;94,37;;0;0;0;0;0;0;0;18,27;16,03;45,19;140,56;0,08;57047,48;;;;;13,33;85,29;11,33;0,22;0;37,06;2,26;362,29;0;1146,16;37,17;0;9,13;1581,35;53,11;12,25;5,46;8,16;1127,28;1,08;5458,16;83,53;9,21;16,41;0,25;5,14;203,34;0,12;527,43;12,5;11,17;14,51;0,49;11,14;414,58;0,25;1122,35;26,42;8,31
11585;Malta;1993;MLT;375257;5540228096;;;;;0;0;0;;;;;;;1613,04;0,6;;0;0;0;40;;1,5;1,5;;14,19;8,19;25254,01;2,11;;;3997,26;1,5;;;100;;;;;0;0;;;0;0;0;0;;;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;2403,56;0,9;;;0;0;0;60;;;0;0;;;0;0;;0;0;;3997,26;16,55;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11586;Malta;1994;MLT;378568;5855593984;;;;;0;0;0;;;;;;;965,52;0,36;;0;0;0;29,17;;1,54;1,54;;7,58;11,09;26795,16;13,12;;;4083,01;1,54;;;100;;;;;0;0;;;0;0;0;0;;;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;3117,09;1,18;;;0;0;0;86,23;;;0;0;;;0;0;;0;0;;4083,01;12,23;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11587;Malta;1995;MLT;381860;6229765120;;;;;0;0;0;;;;;;;246,28;0,09;;0;0;0;13,41;;2,03;2,03;;-18,07;-5,01;25775,16;1,58;;;4268,58;2,03;;;100;;;;;0;0;;;0;0;0;0;;;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;4046,52;1,54;;;0;0;0;101,59;;;0;0;;;0;0;;0;0;;4268,58;23,02;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11588;Malta;1996;MLT;385271;6467464192;;;;;0;0;0;;;;;;;0;0;;0;0;0;0;;2,06;2,06;;15,06;6,07;26510,22;10,39;;;4318,55;2,06;;;100;;;;;0;0;;;0;0;0;0;;;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;4318,55;2,06;;;0;0;0;100;;;0;0;;;0;0;;0;0;;4318,55;13,29;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11589;Malta;1997;MLT;388843;6810149888;;;;;0;0;0;;;;;;;0;0;;0;0;0;0;;2,09;2,09;;17,11;11,21;28019,44;10,59;;;4349,47;2,09;;;100;;;;;0;0;;;0;0;0;0;;;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;4349,47;2,09;;;0;0;0;100;;;0;0;;;0;0;;0;0;;4349,47;11,29;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11590;Malta;1998;MLT;392487;7162084864;;;;;0;0;0;;;;;;;0;0;;0;0;0;0;;2,12;2,12;;16,15;8,36;29060,49;10,53;;;4387,11;2,12;;;100;;;;;0;0;;;0;0;0;0;;;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;4387,11;2,12;;;0;0;0;100;;;0;0;;;0;0;;0;0;;4387,11;17,46;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11591;Malta;1999;MLT;395993;7503059968;;;;;0;0;0;;;;;;;0;0;;0;0;0;0;;2,25;2,25;;24,31;1,24;31940,11;12,25;;;4671,8;2,25;;;100;;;;;0;0;;;0;0;0;0;;;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;4671,8;2,25;;;0;0;0;100;;;0;0;;;0;0;;0;0;;4671,8;22,46;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11592;Malta;2000;MLT;399212;8014503936;;;;;0;0;0;;712,17;;;;;0;0;;0;0;0;0;;2,32;2,32;;46,41;19,29;46378,51;2,31;;;4816,55;2,32;;;100;;;;;0;0;;;0;0;0;0;;1,34;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;4816,55;2,32;;;0;0;0;100;;;0;0;;;0;0;;0;0;;4816,55;26,35;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11593;Malta;2001;MLT;402163;8066432512;;;;;0;0;0;;701,31;;;;;0;0;;0;0;0;0;;2,34;2,34;;12,37;15,41;50727,51;10,48;;;4838,15;2,34;;;100;;;;;0;0;;;0;0;0;0;;1,36;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;4838,15;2,34;;;0;0;0;100;;;0;0;;;0;0;;0;0;;4838,15;26,35;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11594;Malta;2002;MLT;404708;8310288384;;;;;0;0;0;;706,21;;;;;0;0;;0;0;0;0;;2,05;2,05;;-2,43;-8,16;49176,27;8,35;;;5065,38;2,05;;;100;;;;;0;0;;;0;0;0;0;;1,43;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5065,38;2,05;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5065,38;19,9;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11595;Malta;2003;MLT;406926;8525085184;;;;;0;0;0;;714,53;;;;;0;0;;0;0;0;0;;2,24;2,24;;19,38;6,47;56841,04;13,53;;;5515,27;2,24;;;100;;;;;0;0;;;0;0;0;0;;1,57;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5515,27;2,24;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5515,27;25,07;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11596;Malta;2004;MLT;408805;8566343168;;;;;0;0;0;;701,18;;;;;0;0;;0;0;0;0;;2,22;2,22;;20,21;3,32;59393,31;15,54;;;5437,42;2,22;;;100;;;;;0;0;;;0;0;0;0;;1,55;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5437,42;2,22;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5437,42;28,39;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11597;Malta;2005;MLT;410217;8894058496;;;;;0;0;0;;714,53;;;;;0;0;;0;0;0;0;;2,24;2,24;;-25,26;-12,26;50503,25;7,29;;;5468,44;2,24;;;100;;;;;0;0;;;0;0;0;0;;1,57;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5468,44;2,24;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5468,44;31,53;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11598;Malta;2006;MLT;411204;9060388864;;;;;0;0;0;;700,55;;;;;0;0;;0;0;0;0;;2,26;2,26;;5,16;7,35;51487,03;7,36;;;5496,56;2,26;;;100;;;;;0;0;;;0;0;0;0;;1,58;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5496,56;2,26;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5496,56;23,48;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11599;Malta;2007;MLT;412091;9425146880;;;;;0;0;0;;700;;;;;0;0;;0;0;0;0;;2,3;2,3;;23,36;15,52;55970,09;9,27;;;5585,52;2,3;;;100;;;;;0;0;;;0;0;0;0;;2,01;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5585,52;2,3;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5585,52;23,06;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11600;Malta;2008;MLT;413407;9744470016;;;;;0;0;0;;705,59;;;;;0;0;;0;0;0;0;;2,31;2,31;;12,25;13,42;57769,49;9,31;;;5598,53;2,31;;;100;;;;;0;0;;;0;0;0;0;;2,02;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5598,53;2,31;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5598,53;37,42;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11601;Malta;2009;MLT;415509;9508432896;;;;;0;0;0;;707,41;;;;;0;0;;0;0;0;0;;2,17;2,17;;15,25;10,28;61264,36;13,17;;;5230,31;2,17;;;100;;;;;0;0;;;0;0;0;0;;1,52;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5230,31;2,17;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5230,31;25,45;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11602;Malta;2010;MLT;418758;9849064448;;;;;0;0;0;;708,02;;;;;0;0;;0;0;0;0;;2,11;2,11;;25,16;19,31;72550,18;4,25;;;5049,49;2,11;;;100;;;;;0;0;;;0;0;0;0;;1,48;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5049,49;2,11;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5049,49;36,21;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11603;Malta;2011;MLT;423577;9990638592;;;;;0;0;0;;707,41;;;;;0;0;;0;0;0;0;;2,17;2,17;;-19,26;-9,17;68190,57;16,51;;;5123,36;2,17;;;100;;;;;0;0;;;0;0;0;0;;1,52;;;;0;0;;0;;;;;0;0;;0;;0;0;;;;0;0;;0;;;;;5123,36;2,17;;;0;0;0;100;;;0;0;;;0;0;;0;0;;5123,36;42,44;;;;0;0;;0;;;;;0;0;;0;;;;;0;0;;0;
11604;Malta;2012;MLT;429912;10262471680;;;;;27,21;0,01;7,15;;696,04;;;;;0;0;;0;0;0;0;;2,3;2,3;;-14,42;-6,41;64069,28;13,24;;;5280,15;2,27;;;109,36;;;;;0;0;;;0;0;0;0;;1,59;;;;0;0;;0;;;;;82,02;0,03;;6,04;;0;0;;;;0;0;;0;;;;;5280,15;2,27;;;0;0;0;109,36;;;0,01;0;;;27,21;0;;7,15;0;;5364,32;36,03;;;;82,02;0,03;;6,04;;;;;54,41;0,02;;1,27;;;;;0;0;;0;
11605;Malta;2013;MLT;437531;10776326144;;;;;36,16;0,01;7,22;;699,01;;;;;0;0;;0;0;0;0;;2,26;2,26;;-6,15;-7,38;59756,48;9,06;;;5088,26;2,22;;;98,23;;;;;0;0;;;0;0;0;0;;1,55;;;;0;0;;0;;;;;98,02;0,04;;2,17;;0;0;;;;0;0;;0;;;;;5088,26;2,22;;;0;0;0;98,23;;;0,01;0;;;36,16;0;;7,22;0;;5170,48;28,25;;;;98,02;0,04;;2,17;;;;;77,27;0,03;;6,27;;;;;0;0;;0;
11606;Malta;2014;MLT;446449;11795842048;;;;;28,39;0,01;7,24;;684,16;;;;;0;0;;0;0;0;0;;2,25;2,25;;7,41;10,12;59942,19;6,28;;;4869,38;2,17;;;103,24;;;;;0;0;;;0;0;0;0;;1,52;;;;0;0;;0;;;;;182,12;0,08;;12,16;;0;0;;;;0;0;;0;;;;;4869,38;2,17;;;0;0;0;103,24;;;0,01;0;;;28,39;0;;7,24;0;;5051,49;38,37;;;;182,12;0,08;;12,16;;;;;169,13;0,07;;4,51;;;;;0;0;;0;
11607;Malta;2015;MLT;456585;12842327040;;;;;36,02;0,01;12,49;;648,34;;;;;0;0;;0;0;0;0;;2,35;1,3;;16,13;10,44;64145,57;2,28;;;2631,27;1,2;;;97,08;;;;;0;0;;;0;0;0;0;;1,24;;;;0;0;;0;;;;;219,17;0,1;;18,32;;1,05;55,21;;;;0;0;;0;;;;;2631,27;1,2;;;0;0;0;97,08;;;0,01;0;;;36,02;0;;12,49;0;;2850,45;33,41;;;;219,17;0,1;;18,32;;;;;198,56;0,09;;21,23;;;;;0;0;;0;
11608;Malta;2016;MLT;467717;13651020800;;;;;21,38;0,01;3,43;;593,23;;;;;0;0;;0;0;0;0;;2,39;1,26;;13,41;7,28;69606,45;8,24;;;1545,32;1,12;;;95,01;;;;;0;0;;;0;0;0;0;;0,51;;;;0;0;;0;;;;;304,26;0,14;;20,39;;1,53;64,17;;;;0;0;;0;;;;;1545,32;1,12;;;0;0;0;95,01;;;0,01;0;;;21,38;0;;3,43;0;;1849,59;41,09;;;;304,26;0,14;;20,39;;;;;292,46;0,13;;16,56;;;;;0;0;;0;
11609;Malta;2017;MLT;479507;14540544000;;;;;34,15;0,01;10,06;;477,07;;;;;0;0;;;;;0;;2,51;2,05;;13,9;12,44;77317,34;2,55;;;3094,23;1,48;;;100,37;;;;;2694,23;1,29;;;;;;81,02;;1,17;;;;0;0;;0;;;;;362,51;0,17;;15,03;;1,26;38,23;;;;0;0;;0;;;;;396,24;0,19;;;;;;19,35;;;0,01;0;;;34,15;0;;10,06;0;;3441,34;38,14;;;;362,51;0,17;;15,03;;;;;344,16;0,16;;20,37;;;;;0;0;;0;
11610;Malta;2018;MLT;491590;15606394880;;;;;25,42;0,01;8,28;;457,41;;;;;0;0;;;;;0;;2,59;2,37;;10,34;11,29;78735,15;2,48;;;3609,22;2,17;;;103,08;;;;;3573,37;2,15;;;;;;101,52;;1,28;;;;0;0;;0;;;;;420,03;0,2;;12,32;;1,02;38,38;;;;0;0;;0;;;;;51,24;0,02;;;;;;1,15;;;0,01;0;;;25,42;0;;8,28;0;;4013,45;49,43;;;;420,03;0,2;;12,32;;;;;394,21;0,19;;19,45;;;;;0;0;;0;
