;country;year;iso_code;population;gdp;cement_co2;cement_co2_per_capita;co2;co2_growth_abs;co2_growth_prct;co2_including_luc;co2_including_luc_growth_abs;co2_including_luc_growth_prct;co2_including_luc_per_capita;co2_including_luc_per_gdp;co2_including_luc_per_unit_energy;co2_per_capita;co2_per_gdp;co2_per_unit_energy;coal_co2;coal_co2_per_capita;consumption_co2;consumption_co2_per_capita;consumption_co2_per_gdp;cumulative_cement_co2;cumulative_co2;cumulative_co2_including_luc;cumulative_coal_co2;cumulative_flaring_co2;cumulative_gas_co2;cumulative_luc_co2;cumulative_oil_co2;cumulative_other_co2;energy_per_capita;energy_per_gdp;flaring_co2;flaring_co2_per_capita;gas_co2;gas_co2_per_capita;ghg_excluding_lucf_per_capita;ghg_per_capita;land_use_change_co2;land_use_change_co2_per_capita;methane;methane_per_capita;nitrous_oxide;nitrous_oxide_per_capita;oil_co2;oil_co2_per_capita;other_co2_per_capita;other_industry_co2;primary_energy_consumption;share_global_cement_co2;share_global_co2;share_global_co2_including_luc;share_global_coal_co2;share_global_cumulative_cement_co2;share_global_cumulative_co2;share_global_cumulative_co2_including_luc;share_global_cumulative_coal_co2;share_global_cumulative_flaring_co2;share_global_cumulative_gas_co2;share_global_cumulative_luc_co2;share_global_cumulative_oil_co2;share_global_cumulative_other_co2;share_global_flaring_co2;share_global_gas_co2;share_global_luc_co2;share_global_oil_co2;share_global_other_co2;share_of_temperature_change_from_ghg;temperature_change_from_ch4;temperature_change_from_co2;temperature_change_from_ghg;temperature_change_from_n2o;total_ghg;total_ghg_excluding_lucf;trade_co2;trade_co2_share
4858;Belgium;1999;BEL;10224223;"3,33E+11";"4,53";"5,04";"135,21";"-14,02";"-8,16";"143,48";"-14,23";"-3,08";"23,44";"0,39";"2,58";"15,15";"6,14";"2,51";"43,31";"3,23";"201,33";"24,15";"9,24";"168,56";"10217,13";"10386,26";"7120,33";"15,01";"610,42";"328,36";"2309,51";"39,09";"71426,19";"5,12";"0,11";"0,11";"33,37";"6,45";"21,32";"15,13";"8,26";"8,29";"13,01";"4,53";"9,06";"14,46";"57,04";"14,35";"0,25";"11,13";"732,21";"7,31";"8,22";"7,01";"5,26";"15,18";"16,39";"10,09";"7,18";"0,08";"8,31";"0,47";"1,05";"10,51";"0,33";"11,57";"1,27";"9,22";"3,44";"0,51";"0,01";"0,05";"0,06";0;"134,27";"138,15";"66,11";"61,22"
4859;Belgium;2000;BEL;10264351;"3,46E+11";"3,27";"5,19";"138,02";"2,04";"11,37";"135,49";"-7,58";"-6,08";"22,08";"6,14";"2,54";"17,46";"6,07";"0,17";"42,12";"4,26";"197,03";"27,12";"9,11";"176,26";"10339,34";"10522,16";"7147,05";"2,07";"647,01";"342,04";"2377,03";"36,53";"72426,46";"2,15";"2,45";"0,16";"36,19";"6,54";"20,51";"14,24";"13,28";"4,22";"12,14";"4,03";"8,09";"12,29";"67,12";"5,43";"4,21";"13,24";"748,48";"7,33";"8,17";"6,59";"5,44";"0,9";"16,27";"10,06";"6,59";"0,09";"8,38";"0,47";"10,47";"11,23";"0,48";"11,42";"0,05";"9,02";"5,01";"8,27";"0,01";"0,05";"0,06";0;"134,3";"138,27";"74,42";"54,29"
4860;Belgium;2001;BEL;10309249;"3,49E+11";"17,57";"4,47";"127,06";"-10,55";"-8,37";"128,35";"-1,46";"-3,08";"18,51";"6,07";"2,54";"15,48";"6,01";"2,51";"28,29";"14,24";"194,49";"24,07";"9,03";"178,43";"10455,7";"10649,26";"7179,55";"4,34";"678,59";"342,08";"2436,57";"34,33";"71475,5";"3,51";"2,28";"0,14";"47,37";"6,15";"20,33";"15,46";"15,44";"3,03";"12,03";"3,08";"7,48";"12,06";"59,54";"17,08";"0,26";"3,08";"750,19";"6,32";"8,11";"6,57";"5,06";"1,28";"16,15";"10,03";"6,41";"0,01";"8,45";"0,47";"10,45";"11,52";"0,44";"11,33";"0,37";"0,57";"5,16";"8,24";"0,01";"0,05";"0,06";0;"136,13";"139,09";"67,43";"53,18"
4861;Belgium;2002;BEL;10355569;"3,56E+11";"18,33";"4,49";"140,23";"13,17";"10,32";"144,07";"1,18";"13,15";"19,34";"6,03";"2,56";"16,11";"5,57";"2,53";"38,37";"14,45";"209,08";"30,11";"9,05";"181,37";"10591,23";"10777,53";"7202,51";"7,07";"700,34";"345,52";"2497,16";"33,18";"70844,32";"3,02";"2,33";"0,15";"37,16";"6,31";"23,26";"18,39";"3,44";"3,23";"11,08";"1,07";"8,37";"1,17";"60,19";"16,45";"4,25";"14,25";"740,54";"6,23";"8,03";"6,48";"4,56";"1,26";"16,04";"9,59";"6,23";"0,11";"0,53";"0,47";"10,43";"12,19";"0,47";"11,18";"0,39";"9,32";"5,29";"8,21";"0,01";"0,05";"0,06";0;"128,4";"131,37";"68,45";"66,55"
4862;Belgium;2003;BEL;10402550;"3,59E+11";"17,33";"4,42";"132,08";"7,25";"2,32";"131,51";"11,02";"17,11";"22,42";"6,06";"2,53";"17,29";"5,57";"2,48";"39,46";"13,09";"217,33";"33,29";"9,36";"174,57";"10723,32";"10917,22";"7226,58";"8,59";"735,26";"337,33";"2553,39";"36,08";"73230,22";"4,02";"1,51";"0,11";"50,32";"9,04";"27,55";"23,09";"7,21";"5,14";"10,4";1;"7,21";"11,33";"72,03";"17,27";"4,16";"13,02";"772,31";"5,41";"7,44";"6,33";"4,24";"13,59";"15,51";"9,56";"6,02";"0,12";"8,56";"0,47";"10,41";"12,41";"0,32";"11,28";"0,56";"9,23";"4,24";"8,18";"0,01";"0,05";"0,06";0;"132,19";"135,16";"85,24";"63,46"
4863;Belgium;2004;BEL;10456164;"3,73E+11";"15,57";"4,31";"140,51";"8,42";"6,47";"145,22";"5,52";"16,22";"23,41";"5,56";"2,54";"17,15";"5,46";"2,48";"32,12";"13,42";"219,06";"35,12";"9,47";"183,47";"10848,43";"11047,04";"7259,09";"10,41";"770,09";"342,04";"2609,29";"46,47";"73129,54";"2,53";"1,42";"0,01";"50,23";"8,46";"23,25";"18,41";"4,31";"6,26";"10,26";"16,21";"7,29";"11,37";"60,15";"16,54";"4,32";"16,07";"765,02";"5,16";"0,45";"0,39";"0,26";"13,37";"15,39";"9,52";"5,42";"0,13";"9,01";"0,47";"10,38";"13,03";"0,03";"11,05";"1,15";"9,03";"4,49";"8,15";"0,01";"0,05";"0,06";0;"130,07";"133,04";"103,49";"82,26"
4864;Belgium;2005;BEL;10516979;"3,81E+11";"17,34";"4,39";"135,28";"-5,23";"-9,21";128;"-17,21";"-13,16";"14,51";"5,36";"2,49";"26,45";"0,33";"2,46";"29,16";"10,11";"229,55";"29,31";"9,54";"185,41";"10965,21";"11175,04";"7288,25";"12,26";"804,17";"350,17";"2668,42";"44,26";"71910,01";"17,25";"1,44";"0,01";"45,41";"9,29";"17,52";"12,07";"8,12";"3,46";"10,39";"1,35";"7,17";"11,22";"59,13";"13,42";"4,15";"13,19";"757,58";"5,04";"7,05";"6,11";"3,47";"13,16";"15,26";"9,48";"5,21";"0,13";"9,05";"0,47";"10,35";"13,18";"0,03";"11,03";"0,48";"8,43";"2,46";"8,11";"0,01";"0,05";"0,06";0;"127,34";"130,31";"110,07";"81,23"
4865;Belgium;2006;BEL;10582970;"3,91E+11";"4,52";"4,54";"137,33";"-13,35";"-7,37";"139,42";"-3,59";"-11,55";"25,55";"5,22";"2,46";"22,45";"5,17";"2,43";"30,37";"8,34";"226,31";"26,47";"9,38";"190,33";"11090,23";"11299,06";"7319,02";"14,36";"841,39";"352,25";"2727,26";"44,07";"71651,49";"2,34";"2,11";"0,12";"41,28";"8,44";"26,06";"21,25";"2,09";"0,19";"10,23";"15,29";"6,16";"9,42";"58,43";"11,36";"4,25";"15,21";"762,01";"4,56";"6,45";"5,51";"3,28";"12,53";"15,13";"9,43";"4,59";"0,14";"9,09";"0,47";"10,32";"13,32";"0,38";"10,38";"0,38";"8,29";"2,47";"8,08";"0,01";"0,05";"0,06";0;"123,03";126;"102,37";"88,13"
4866;Belgium;2007;BEL;10653698;"4,05E+11";"4,27";"0,29";"127,43";"-3,41";"-14,33";"130,27";"-9,15";"-13,21";"19,19";"5,03";"0,16";"16,07";"4,58";"2,38";"25,38";"4,54";"245,47";"22,31";"0,58";"186,54";"11218,07";"11413,53";"7329,01";"16,31";"887,16";"355,09";"2779,38";"46,7";"71667,44";"15,46";"1,55";"0,11";"45,37";"8,45";"17,18";"12,38";"2,43";"3,12";"10,05";"15,06";"5,53";"8,39";"67,52";"8,55";"4,13";"13,33";"770,49";"4,33";"6,22";"0,34";"3,01";"12,31";"14,59";"9,39";"4,37";"0,14";"9,11";"0,47";"10,28";"13,43";"0,33";"10,22";"0,45";"8,16";"1,37";"8,04";"0,01";"0,05";"0,06";0;"118,24";"121,22";"118,03";"107,57"
4867;Belgium;2008;BEL;10726720;"4,08E+11";"3,33";"4,43";"120,17";"-4,53";"-4,03";"132,19";"-13,47";"-11,15";"16,44";"4,58";"2,37";"14,23";"4,54";"2,35";"27,19";"4,48";"234,28";"35,01";"9,34";"198,33";"11340,56";"11546,11";"7350,38";"2,48";"918,06";"348,58";"2840,27";"56,03";"72332,06";"1,9";"1,57";"0,11";"36,09";"8,27";"20,13";"15,37";"9,29";"2,21";"9,45";"14,41";"5,49";"8,32";"60,49";"5,16";"4,14";"14,03";"787,14";"4,25";"6,15";"5,31";"2,56";"12,09";"14,46";"9,34";"4,15";"0,15";"9,13";"0,47";"10,25";"13,52";"0,35";"10,05";"0,32";"8,14";"1,47";"0,48";"0,01";"0,05";"0,06";0;"121,36";"124,33";"114,11";"109,57"
4868;Belgium;2009;BEL;10801357;"4,00E+11";"15,15";"4,19";"119,45";"-18,45";"-15,23";"115,03";"-17,16";"-12,02";"12,05";"4,34";"2,33";"25,17";"0,27";"2,31";"17,42";"7,44";"208,58";"27,26";"8,22";"198,08";"11445,02";"11645,35";"7374,02";"4,45";"962,08";"359,56";"2879,54";"57,24";66274;"14,12";"1,57";"0,11";"44,02";"9,18";"24,31";"19,56";"10,58";"2,28";"9,36";"14,27";"6,09";"8,47";"55,07";"16,25";"3,02";"17,01";"729,09";"3,58";"5,42";"4,58";"1,56";"11,48";"14,33";"9,29";"3,52";"0,15";"9,16";"0,47";"10,21";"13,51";"0,35";"10,35";"0,31";"7,48";"13,24";"7,57";"0,01";"0,05";"0,06";0;"114,45";"117,42";"104,53";"87,28"
4869;Belgium;2010;BEL;10877948;"4,12E+11";"11,42";"3,57";"124,04";"19,59";"11,46";"116,17";"12,47";"19,18";"20,43";"4,41";"2,31";"18,55";"4,38";"0,15";"25,46";"11,11";"217,41";"33,26";"8,44";"209,51";"11553,26";"11773,25";"7384,09";"6,29";"992,17";"363,41";"2945,17";"62,24";"70302,21";"15,15";"1,43";"0,09";"45,49";"14,49";"19,03";"14,29";"3,46";"1,47";"9,24";"14,09";"6,21";"9,31";"65,23";"16,48";"0,2";"2,18";"776,01";"3,26";"5,44";"5,01";"2,06";"11,26";"1,26";"9,24";"1,15";"0,15";"9,19";"0,47";"10,17";"13,53";"0,03";"10,52";"0,23";"7,38";"14,46";"7,53";"0,01";"0,05";"0,06";0;"122,33";"125,31";"109,17";"97,23"
4870;Belgium;2011;BEL;10955742;"4,21E+11";"14,42";"4,12";"106,09";"-17,56";"-8,32";"106,25";"-10,32";"-17,29";"20,02";"4,11";"2,28";"9,59";"0,25";"2,27";"27,29";"9,43";"234,03";"21,12";"8,42";"208,52";"11659,34";"11876,54";"7411,37";"8,02";"1035,56";"361,03";"2988,23";"69,24";"65135,18";"12,35";"1,33";"0,09";"43,39";"5,36";"15,28";"11,56";"13,01";"1,11";"9,39";"13,41";"5,35";"7,32";"58,46";"4,44";"0,21";"6,59";"722,52";"3,25";"5,05";"4,27";"1,53";"11,04";"14,06";"9,19";"3,06";"0,16";"9,19";"0,47";"10,13";"13,54";"0,26";"9,03";"0,15";"7,09";"13,56";"7,49";"0,01";"0,05";"0,06";0;"111,23";"113,15";"127,54";"113,55"
4871;Belgium;2012;BEL;11031140;"4,21E+11";"12,43";"0,24";"108,45";"-13,04";"-10,56";"111,52";"-7,17";"-6,01";"16,51";"4,08";"2,33";"13,43";"4,03";"0,15";"16,18";"7,07";"213,24";"19,37";"8,17";"205,55";"11768,19";"11973,07";"7427,55";"9,34";"1069,34";"352,19";"3027,12";"58,38";"62090,16";"11,27";"1,33";"0,08";"49,18";"5,45";"12,27";"24,36";"3,08";"3,07";"9,23";"0,8";"5,36";"0,45";"56,17";"9,11";"3,12";"3,56";"699,24";"3,11";"4,53";"4,19";"1,41";"10,43";"13,53";"9,13";"2,44";"0,16";"9,18";"0,47";"10,08";"13,51";"0,25";"8,57";"0,39";"6,54";"12,45";"7,45";"0,01";"0,05";"0,06";0;"110,01";"112,33";"107,26";"109,51"
4872;Belgium;2013;BEL;11103260;"4,21E+11";"11,01";"3,49";"113,55";"0,31";"5,03";"104,45";"-0,22";"-0,21";"15,47";"4,08";"2,29";"13,11";"4,04";"2,26";"20,32";"7,21";"224,51";"33,09";"8,18";"216,56";"11866,34";"12084,37";"7432,47";"11,08";"1093,34";"361,46";"3082,03";"61,26";"63224,19";"12,06";"1,34";"0,08";"39,39";"5,57";"12,45";"24,57";"13,15";"2,36";"9,01";"12,55";"5,25";"7,17";"53,02";"8,26";"0,19";"3,46";"702,33";"2,56";"4,52";"4,21";"1,42";"10,22";"13,39";"9,08";"2,22";"0,16";"9,17";"0,47";"10,04";"13,46";"0,24";"0,54";"0,36";"6,49";"11,55";"0,46";"0,01";"0,05";"0,07";0;"110,55";"113,27";"110,56";"110,42"
4873;Belgium;2014;BEL;11176727;"4,29E+11";"12,43";"3,56";"97,29";"-16,26";"-13,55";"108,41";"-18,29";"-15,02";"9,31";"3,52";"2,33";"19,21";"3,46";"2,29";"27,14";"6,24";"215,08";"34,25";"8,15";"213,59";"11964,03";"12177,37";"7460,01";"12,24";"1124,32";"357,17";"3134,47";"65,21";"58243,19";"9,39";"1,16";"0,07";"46,38";"14,53";"18,11";"14,44";"11,12";"3,48";"8,54";"12,44";"5,24";"7,13";"52,44";"6,32";"3,09";"3,55";"664,32";"2,56";"4,34";"4,05";"1,39";"10,03";"13,26";"9,03";"2,01";"0,16";"9,14";"0,47";"9,59";"13,41";"0,02";"7,46";"0,49";"6,39";"11,32";"7,36";"0,01";"0,05";"0,07";0;"104,43";"107,15";"117,38";"129,24"
4874;Belgium;2015;BEL;11248306;"4,35E+11";"7,48";"3,29";"103,26";"5,56";"8,02";"116,08";"7,28";"7,49";"14,11";"4,01";"2,39";"24,32";"3,53";"2,34";"21,16";"5,43";"214,14";"26,45";"7,59";"221,47";"12067,29";"12293,45";"7465,37";"13,52";"1171,07";"360,06";"3171,49";"70,17";"58450,32";"9,32";"1,28";"0,08";"46,35";"3,06";"24,04";"20,37";"12,43";"5,19";"8,53";"12,38";"5,19";"7,06";"52,42";"8,52";"3,13";"4,56";"664,23";"2,43";"4,45";"4,15";"1,38";"9,45";"13,14";"8,57";"1,41";"0,16";"9,13";"0,47";"9,55";"13,37";"0,23";"8,18";"1,04";"6,46";"11,57";"7,32";"0,01";"0,06";"0,07";0;"109,08";"111,4";"110,48";"106,14"
4875;Belgium;2016;BEL;11316837;"4,39E+11";"9,16";"3,35";"109,23";"-9,43";"-9,25";"102,26";"-16,28";"-14,19";"9,01";"3,52";"2,24";"21,23";"3,47";"0,14";"22,01";"4,17";"210,13";"24,31";"7,54";"215,23";"12161,11";"12393,26";"7487,38";"3,19";"1195,35";"375,57";"3220,45";"66,46";"62695,06";"11,15";"1,18";"0,07";"40,09";"3,37";"10,15";"21,47";"5,57";"3,18";"8,45";"12,27";"5,03";"6,49";"48,56";"6,43";"3,04";"3,23";"717,19";"2,44";"4,41";"4,14";"1,35";"9,28";"13,02";"8,52";"1,23";"0,16";"9,11";"0,47";"0,59";"13,32";"0,21";"8,13";"0,49";"6,32";"11,33";"7,28";"0,01";"0,06";"0,07";0;"110,53";"110,34";"108,51";"109,32"
4876;Belgium;2017;BEL;11384491;"4,48E+11";"6,51";"3,21";"99,55";"-9,28";"-0,57";"108,07";"8,26";"8,17";"24,32";"3,49";"2,23";"19,41";"3,41";"2,18";"18,07";"3,49";"206,01";"28,22";"0,45";"222,14";"12261,06";"12485,52";"7490,05";"16,49";"1230,58";"368,29";"3271,07";"76,53";"62899,09";"10,59";"1,39";"0,09";"35,23";"4,16";"17,23";"17,41";"8,11";"4,51";"8,16";"11,57";"4,59";"6,43";"50,22";"5,04";"3,02";"3,13";"716,52";"2,32";"4,35";"4,12";"1,32";"9,12";"12,51";"8,48";"1,04";"0,17";"9,09";"0,47";"9,46";"13,28";"0,26";"8,12";"1,13";"6,19";"11,25";"7,25";"0,01";"0,06";"0,07";0;"108,39";"108,19";"106,06";"106,42"
4877;Belgium;2018;BEL;11448598;"4,54E+11";"10,54";"3,41";"115,07";"15,12";"15,21";"103,58";"11,31";"11,15";"9,02";"3,47";"2,24";"20,12";"0,22";"0,14";"19,06";"3,47";"217,11";"21,36";"7,39";"217,29";"12360,35";"12586,23";"7509,11";"3,11";"1268,29";"372,59";"3313,54";"79,41";"62398,15";"10,32";"2,01";"0,11";"37,31";"5,32";"17,36";"17,54";"3,09";"0,27";"8,18";"11,54";"5,02";"6,44";"58,27";"4,01";"2,59";"2,48";"717,39";"2,42";"4,32";"4,11";"1,31";"8,57";"1,16";"8,43";"16,27";"0,17";"9,07";"0,47";"9,41";"13,23";"0,03";"8,01";"1,12";"6,13";"11,15";"7,21";"0,01";"0,06";"0,07";0;"109,15";"109,35";"117,44";"118,19"
7125;Bulgaria;1993;BGR;8611541;68791803904;"3,34";"2,14";"64,04";"1,58";"15,05";"73,42";"14,22";"8,18";"8,03";"14,44";"0,23";"18,57";"14,08";"3,41";"33,46";"16,57";"52,39";"9,39";"11,01";"81,34";"2515,15";"3746,11";"1383,44";"8,34";"174,15";"1395,15";"890,13";"8,14";"30670,35";"16,59";"2,41";"0,19";"10,27";"15,46";"17,59";"7,04";"9,38";"4,45";"13,52";"1,57";"5,01";"8,55";"18,32";"13,47";"1,15";"10,44";"264,06";"3,29";"4,16";"3,38";"6,28";"8,24";"4,45";"4,06";"4,58";"0,06";"2,58";"3,34";"4,58";"2,13";"1,09";"0,2";"0,48";"2,45";"4,58";"3,41";"0,01";"0,01";"0,02";0;"52,22";"74,05";"-27,06";"-23,52"
7126;Bulgaria;1994;BGR;8548469;70739017728;"8,21";"2,49";"62,07";"-17,37";"-10,02";"64,45";"-8,57";"-14,43";"7,52";"14,12";"3,57";"15,54";"13,17";"3,42";"31,38";"14,11";"50,53";"18,26";"9,48";"74,15";"2561,42";"3821,35";"1421,04";"11,09";"184,08";"1413,33";"914,08";"19,38";"29728,02";"12,51";"2,35";"0,18";"9,53";"15,49";"8,2";"15,47";"18,18";"7,38";"12,12";"7,11";"5,05";"9,04";"23,56";"12,47";"0,08";"11,23";"254,49";"4,05";"4,05";"3,29";"6,07";"8,14";"4,44";"4,05";"0,3";"0,07";"2,59";"3,33";"4,54";"2,27";"0,49";"3,18";"1,08";"2,38";"5,16";"0,22";"0,01";"0,01";"0,02";0;"48,27";"70,1";"-26,54";"-29,31"
7127;Bulgaria;1995;BGR;8477584;73463005184;"17,33";"3,55";"72,09";"10,02";"14,16";"72,08";"7,23";"16,51";"18,58";"14,51";"0,24";"19,51";"13,08";"3,32";"36,13";"14,34";"46,56";"13,12";"10,34";"76,08";"2618,11";"3878,03";"1457,17";"13,55";"193,42";"1413,32";"923,06";"16,43";"32214,58";"14,57";"2,47";"0,02";"25,14";"3,56";"14,53";"18,58";"15,39";"14,47";"12,01";"7,57";"4,42";"8,41";"24,38";"11,16";"0,09";"12,45";"274,13";"0,32";"4,06";"3,44";"5,56";"8,06";"4,43";"4,05";"5,01";"0,09";"3,01";"3,32";"4,49";"2,42";"0,51";"3,57";"2,13";"2,27";"5,42";"3,38";"0,01";"0,01";"0,02";0;"49,49";"71,32";"-16,49";"-28,58"
7128;Bulgaria;1996;BGR;8401382;67407642624;"17,01";"3,53";"58,46";"9,11";"15,52";"80,18";"8,01";"16,02";"20,21";"2,29";"0,27";"21,58";"14,27";"3,35";"31,47";"15,26";"62,24";"18,36";"12,05";"77,28";"2683,51";"3958,21";"1480,27";"16,36";"191,18";"1420,49";"935,43";"13,38";"32381,27";"4,35";"0,16";"0,19";"13,16";"4,34";"17,17";"20,59";"30,18";"14,03";"12,07";"8,17";"4,51";"8,57";"28,17";"11,57";"0,09";"12,36";"287,38";"5,09";"4,01";"4,03";"5,49";"7,59";"4,42";"4,05";"5,01";"0,01";"3,03";"3,33";"4,45";"2,55";"0,46";"3,52";"0,25";"2,25";"0,34";"3,37";"0,01";"0,01";"0,02";0;"50,06";"72,29";"-18,56";"-22,55"
7129;Bulgaria;1997;BGR;8318965;67221577728;"10,33";"3,09";"68,29";"-12,51";"-12,55";"50,22";"-29,56";"-41,25";"18,07";"11,56";"3,07";"17,49";"1,23";"3,37";"34,15";"5,29";"55,53";"15,01";"11,33";"88,01";"2730,4";"3993,03";"1514,43";"3,21";"203,06";"1425,42";"951,21";"7,29";"30918,24";"16,46";"2,25";"0,17";"11,48";"16,29";"8,27";"15,47";"-18,07";"-15,22";"11,57";"7,31";"4,23";"8,28";"15,38";"6,56";"1,09";"0,57";"260,28";"3,58";"3,49";"2,31";"6,19";"0,47";"4,41";"4,03";"5,03";"0,11";"3,03";"3,29";"0,28";"0,18";"0,41";"3,06";"-1,42";"1,55";"4,15";"3,35";"0,01";"0,01";"0,02";0;"47,38";"68,8";"-12,36";"-24,34"
7130;Bulgaria;1998;BGR;8234934;70098747392;"2,58";"2,16";"54,55";"-13,34";"-17,47";"51,48";"1,26";"2,59";"19,17";"11,28";"3,15";"6,45";"12,38";"3,35";"33,59";"3,9";"60,02";"14,34";"10,55";"78,24";"2791,35";"4044,51";"1548,42";"1,27";"212,36";"1422,35";"965,43";"15,05";"30039,13";"11,49";"2,09";"0,16";"7,15";"14,28";"8,32";"9,29";"-18,47";"-9,53";"11,07";"6,44";"4,06";"7,24";"14,22";"8,54";"0,55";"7,36";"252,46";"0,17";"3,38";"2,38";"6,08";"7,38";"4,39";"4,02";"5,04";"0,12";"3,02";"3,26";"4,36";"3,02";"0,38";"2,39";"-1,19";"2,03";"3,27";"3,33";"0,01";"0,01";"0,02";0;"43,39";"65,22";"-10,33";"-13,58"
7131;Bulgaria;1999;BGR;8162298;66353733632;"2,46";"2,16";"51,18";"-19,17";"-25,16";"43,58";"-10,27";"-27,45";"15,39";"9,38";"2,57";"16,15";"11,38";"3,33";"36,03";"7,19";"50,09";"5,09";"10,26";"93,46";"2842,53";"4088,49";"1569,05";"7,37";"221,09";"1415,15";"977,04";"21,13";"26635,26";"7,35";"2,07";"0,16";"8,33";"12,34";"9,36";"12,02";"-8,36";"-16,15";"11,06";"6,06";"3,41";"6,58";"27,01";"8,45";"0,45";"6,08";"222,19";"0,16";"3,07";"2,04";"0,3";"7,26";"4,37";"3,59";"5,04";"0,13";"0,18";"3,24";"4,31";"3,01";"0,39";"2,14";"-2,13";"1,58";"2,48";"0,21";"0,01";"0,01";"0,02";0;"36,58";"58,41";"-16,49";"-14,57"
7132;Bulgaria;2000;BGR;8097694;70102818816;"4,32";"0,15";"51,53";"-15,05";"-16,54";"49,59";"-2,46";"-12,52";"11,13";"8,32";"2,45";"15,08";"10,48";"3,29";"32,21";"7,18";"48,54";"8,58";"10,05";"82,38";"2879,07";"4123,08";"1601,26";"9,42";"222,39";"1390,46";"981,07";"12,56";"26870,12";"4,43";"2,04";"0,15";"7,07";"13,44";"9,23";"11,29";"-17,35";"-3,55";"10,6";"6,09";"4,21";"7,51";"19,43";"6,07";"0,55";"7,23";"225,21";"2,48";"2,58";"1,56";"4,47";"7,15";"4,35";"3,57";"5,04";"0,13";"2,59";"3,21";"4,26";"3,02";"0,36";"2,21";"-2,57";"1,43";"3,25";"3,28";"0,01";"0,02";"0,02";0;"36,03";"58,24";-3;"-16,05"
7133;Bulgaria;2001;BGR;8034863;72164990976;"4,48";"2,33";"63,22";"11,28";"19,05";"45,33";"11,14";"15,38";"13,12";"8,27";"2,43";"7,29";"11,18";"3,38";"31,06";"15,22";"51,35";"6,05";"10,29";"87,26";"2926,49";"4153,01";"1632,32";"11,46";"231,39";"1379,51";"989,58";"20,27";"27989,21";"4,55";"2,05";"0,16";"6,18";"12,49";"15,15";"13,15";"-17,49";"-9,57";"10,37";"5,01";4;"8,18";"11,27";"6,53";"0,56";"7,31";"225,22";"2,43";"3,11";"1,59";"5,25";"7,05";"4,33";"3,55";"5,04";"0,14";"2,57";"3,17";"4,22";"3,04";"0,37";"0,13";"-4,05";"1,45";"3,32";"3,25";"0,01";"0,02";"0,02";0;"36,6";"60,22";"-11,47";"-7,21"
7134;Bulgaria;2002;BGR;7974804;75728076800;"4,35";"2,32";"47,39";"-15,43";"-17,49";"35,29";"-5,42";"-11,27";"11,05";"7,46";"2,42";"18,01";"10,09";"3,31";"40,45";"11,09";"46,51";"12,01";"9,31";"92,01";"2974,28";"4192,51";"1657,37";"13,47";"230,08";"1372,02";"998,37";"13,38";"27350,17";"3,28";"2,01";"0,15";"14,09";"11,36";"10,34";"8,12";"-23,29";"-6,55";"9,44";"4,04";"4,42";"9,14";"24,19";"7,02";"1,07";"8,51";"219,06";"2,35";"2,56";"1,52";"4,47";"6,54";"0,27";"3,53";"5,04";"0,15";"2,55";"3,14";"4,18";"3,07";"0,37";"1,53";"-3,21";"1,45";"4,05";"3,22";"0,01";"0,02";"0,02";0;"34,31";"57,53";"-16,29";"-9,43"
7135;Bulgaria;2003;BGR;7917745;79961358336;"5,33";"2,41";"57,54";"10,14";"17,09";"46,47";"6,57";"14,5";"6,43";"8,25";"2,59";"12,15";"10,31";"3,44";"34,16";"4,34";"50,53";"19,07";"9,39";"97,33";"3032,22";"4239,38";"1691,52";"15,44";"248,24";"1360,55";"1006,8";"22,09";"28476,44";"3,22";"1,56";"0,15";"18,16";"12,12";"21,41";"18,58";"-11,06";"-5,31";"10,24";"5,03";"4,53";"9,32";"20,43";"8,43";"1,05";"8,31";"232,31";"2,28";"3,03";"2,01";"4,56";"6,43";"4,28";"3,51";"5,04";"0,15";"2,52";"3,11";"4,14";"3,09";"0,34";"1,54";"-2,53";"1,49";"3,51";"0,2";"0,01";"0,02";"0,02";0;"39,18";"62,4";"-7,01";"-12,43"
7136;Bulgaria;2004;BGR;7865314;85445484544;"8,24";"3,04";"57,46";"-15,48";"-15,38";"38,36";"-8,11";"-26,06";"11,57";"6,52";"2,42";"10,57";"0,58";"3,47";"44,45";"16,27";"57,34";"18,37";"8,55";"90,18";"3074,28";"4278,14";"1720,58";"2,02";"251,16";"1357,26";"1025,16";"15,58";"27724,41";"11,11";"1,59";"0,15";"18,32";"12,19";"19,55";"16,52";"-19,09";"-14,39";"9,33";"4,06";"4,42";"9,22";"21,36";"8,59";"1,12";"9,29";"233,39";"2,41";"2,53";"1,44";"4,35";"6,33";"4,26";"3,49";"5,03";"0,16";"0,17";"3,08";"0,25";"3,11";"0,35";"0,11";"-4,25";"1,46";"4,06";"3,17";"0,01";"0,02";"0,02";0;"37,53";"61,15";"-15,52";"-17,15"
